County,Quarter,New_House_n,Sales_Volume_n,Sales_Value_MEur,Median_Price_Eur,Mean_Price_Eur,Stock_House_n,Vacant_House_n,Population
Laois,2019Q4,76,263,43.699999999999996,170000,166024,33897,2976,88757
Laois,2020Q1,62,197,30.6,158500,155567,33976,2963,89047
Laois,2020Q2,62,200,32.5,164722,160807,34055,2950,89337
Laois,2020Q3,81,230,40.5,186555,174829,34134,2936,89627
Laois,2020Q4,132,267,49.7,179833,183966,34213,2923,89917
Laois,2021Q1,132,283,56.199999999999996,185442,190626,34291,2910,90207
Laois,2021Q2,83,341,61.4,185980,179869,34370,2897,90497
Laois,2021Q3,110,302,60.4,200098,199486,34449,2884,90787
Laois,2021Q4,67,332,65.80000000000001,199491,198213,34528,2871,91077
Laois,2022Q1,76,221,42.7,198666,194056,34607,2858,91367
Laois,2022Q2,124,264,53.6,202500,201238,34686,2845,91657
Leitrim,2011Q1,42,47,4.2,88766,86645,18128,5526,31798
Leitrim,2011Q2,13,41,3.9000000000000004,90666,97973,18128,5526,31798
Leitrim,2011Q3,14,45,5.0,86404,112274,18124,5511,31810
Leitrim,2011Q4,16,81,5.7,66948,69553,18120,5496,31822
Leitrim,2012Q1,15,44,3.8,86983,82231,18116,5481,31834
Leitrim,2012Q2,7,48,4.0,87416,87463,18112,5466,31847
Leitrim,2012Q3,13,58,4.4,67890,75119,18108,5451,31859
Leitrim,2012Q4,9,104,5.800000000000001,58167,56425,18104,5436,31871
Leitrim,2013Q1,10,44,3.0,60550,69894,18101,5421,31884
Leitrim,2013Q2,12,88,6.5,68871,77875,18097,5406,31896
Leitrim,2013Q3,10,85,6.2,62025,74022,18093,5391,31908
Leitrim,2013Q4,9,132,8.5,56781,64127,18089,5376,31921
Leitrim,2014Q1,7,77,4.9,55096,64334,18085,5361,31933
Leitrim,2014Q2,7,74,5.4,66115,73814,18081,5346,31945
Leitrim,2014Q3,8,81,6.199999999999999,63500,74783,18077,5331,31957
Leitrim,2014Q4,14,163,11.8,56000,72617,18074,5316,31970
Leitrim,2015Q1,11,104,9.7,68308,92751,18070,5301,31982
Leitrim,2015Q2,10,104,9.0,69666,85052,18066,5286,31994
Leitrim,2015Q3,17,107,9.5,66395,89794,18062,5271,32007
Leitrim,2015Q4,17,172,14.0,66666,80388,18058,5256,32019
Leitrim,2016Q1,9,92,6.9,64333,76217,18054,5241,32031
Leitrim,2016Q2,18,114,9.2,73333,83303,18051,5226,32044
Leitrim,2016Q3,14,127,9.9,67166,77539,18076,5199,32170
Leitrim,2016Q4,17,162,15.1,83500,95229,18101,5172,32297
Leitrim,2017Q1,14,113,9.6,81812,84987,18126,5145,32424
Leitrim,2017Q2,23,128,11.1,73500,86567,18152,5118,32551
Leitrim,2017Q3,23,130,13.7,95166,106746,18177,5091,32677
Leitrim,2017Q4,18,151,13.3,84166,86886,18202,5064,32804
Leitrim,2018Q1,15,124,12.5,96023,101526,18227,5037,32931
Leitrim,2018Q2,13,112,11.1,87083,99680,18253,5010,33058
Leitrim,2018Q3,18,124,13.1,94083,105800,18278,4983,33185
Leitrim,2018Q4,15,150,15.8,105666,105989,18303,4956,33311
Leitrim,2019Q1,11,101,9.2,80000,92134,18328,4929,33438
Leitrim,2019Q2,11,94,10.2,90800,110268,18354,4902,33565
Leitrim,2019Q3,11,131,13.5,104333,102918,18379,4875,33692
Leitrim,2019Q4,7,144,16.3,104166,110698,18404,4848,33819
Leitrim,2020Q1,5,97,9.9,92250,100374,18429,4821,33945
Leitrim,2020Q2,5,74,8.5,107500,114253,18455,4794,34072
Leitrim,2020Q3,12,108,11.2,84491,101565,18480,4767,34199
Leitrim,2020Q4,17,189,21.1,104833,111629,18505,4740,34326
Leitrim,2021Q1,12,131,16.5,123523,126724,18530,4713,34453
Leitrim,2021Q2,30,145,16.299999999999997,109500,114107,18556,4686,34579
Leitrim,2021Q3,26,124,17.2,131666,139572,18581,4659,34706
Leitrim,2021Q4,23,179,27.0,139833,152137,18606,4632,34833
Leitrim,2022Q1,11,126,16.5,121666,131835,18631,4605,34960
Leitrim,2022Q2,13,129,19.9,152333,154531,18657,4578,35087
Limerick,2011Q1,54,208,26.5,117833,128550,82156,10114,191809
Limerick,2011Q2,49,232,30.099999999999998,111213,126538,82156,10114,191809
Limerick,2011Q3,55,249,35.8,147000,144540,82153,10017,191963
Limerick,2011Q4,95,271,28.6,81489,105563,82151,9921,192118
Limerick,2012Q1,27,197,22.8,88166,113367,82149,9824,192272
Limerick,2012Q2,55,224,23.4,75766,104078,82147,9728,192427
Limerick,2012Q3,47,244,30.5,100000,122748,82145,9631,192581
Limerick,2012Q4,108,379,44.3,95833,113869,82142,9535,192736
Limerick,2013Q1,46,183,20.7,80000,117034,82140,9438,192890
Limerick,2013Q2,36,243,28.4,102929,117576,82138,9342,193045
Limerick,2013Q3,24,286,33.6,104916,116442,82136,9245,193199
Limerick,2013Q4,108,333,39.1,95666,117562,82134,9149,193354
Limerick,2014Q1,27,251,24.700000000000003,92583,98655,82131,9052,193508
Limerick,2014Q2,39,349,36.3,85833,102680,82129,8956,193663
Limerick,2014Q3,38,450,51.9,96525,115220,82127,8859,193817
Limerick,2014Q4,28,766,78.5,83009,102750,82125,8763,193972
Limerick,2015Q1,36,486,56.4,103500,115766,82123,8666,194126
Limerick,2015Q2,33,466,52.3,92103,111779,82120,8570,194281
Limerick,2015Q3,64,651,74.3,89833,114234,82118,8473,194435
Limerick,2015Q4,79,641,88.8,114000,135878,82116,8377,194590
Limerick,2016Q1,58,420,52.3,96000,125669,82114,8280,194744
Limerick,2016Q2,69,489,62.1,109241,129404,82112,8184,194899
Limerick,2016Q3,64,500,70.6,130666,141833,82264,8146,195338
Limerick,2016Q4,87,652,90.9,122833,140685,82417,8109,195777
Limerick,2017Q1,81,393,54.7,121750,139427,82570,8071,196217
Limerick,2017Q2,88,527,79.2,129750,150121,82722,8034,196656
Limerick,2017Q3,95,643,98.1,130833,152517,82875,7996,197095
Limerick,2017Q4,210,660,103.39999999999999,146250,157436,83028,7959,197535
Limerick,2018Q1,126,508,79.3,153742,157066,83180,7921,197974
Limerick,2018Q2,141,530,93.7,160500,178008,83333,7884,198414
Limerick,2018Q3,110,644,111.7,162713,174903,83486,7846,198853
Limerick,2018Q4,134,741,132.1,153333,177381,83638,7809,199292
Limerick,2019Q1,87,443,72.7,153666,164682,83791,7771,199732
Limerick,2019Q2,164,541,102.0,173333,188087,83944,7734,200171
Limerick,2019Q3,128,705,141.2,193333,199749,84096,7697,200610
Limerick,2019Q4,176,705,117.1,157470,166159,84249,7659,201050
Limerick,2020Q1,127,533,99.80000000000001,171916,186518,84402,7622,201489
Limerick,2020Q2,64,340,67.4,182833,198834,84554,7584,201929
Limerick,2020Q3,138,480,86.3,172500,178500,84707,7547,202368
Limerick,2020Q4,183,767,147.8,187333,191621,84860,7509,202807
Limerick,2021Q1,126,512,96.9,174072,189450,85012,7472,203247
Limerick,2021Q2,138,661,125.6,181303,188592,85165,7434,203686
Limerick,2021Q3,144,644,131.9,194636,204386,85318,7397,204125
Limerick,2021Q4,192,776,164.1,220833,209283,85470,7359,204565
Limerick,2022Q1,166,466,102.2,210000,222165,85623,7322,205004
Limerick,2022Q2,221,648,144.9,217194,222783,85776,7285,205444
Longford,2011Q1,11,53,4.1,87358,82355,18823,4075,39000
Longford,2011Q2,14,43,3.8,77101,83820,18823,4075,39000
Longford,2011Q3,12,48,3.4000000000000004,56666,66959,18811,4026,39093
Longford,2011Q4,13,45,2.7,41718,60507,18799,3977,39187
Longford,2012Q1,17,33,1.6,41608,52460,18788,3929,39280
Longford,2012Q2,24,53,3.2,40720,58120,18776,3880,39374
Longford,2012Q3,29,58,4.3,79149,75885,18765,3831,39468
Longford,2012Q4,7,108,7.0,52076,65785,18753,3783,39561
Longford,2013Q1,8,66,3.4000000000000004,41775,51503,18741,3734,39655
Longford,2013Q2,7,81,4.2,37897,52103,18730,3685,39749
Longford,2013Q3,9,65,3.8,47333,60210,18718,3637,39842
Longford,2013Q4,11,96,5.8,46791,59430,18707,3588,39936
Longford,2014Q1,17,79,4.5,51666,59341,18695,3539,40030
Longford,2014Q2,8,91,6.199999999999999,53000,67625,18683,3491,40123
Longford,2014Q3,15,132,8.5,51166,64209,18672,3442,40217
Longford,2014Q4,14,169,11.2,52180,67038,18660,3393,40311
Longford,2015Q1,6,142,9.0,56218,63060,18649,3345,40404
Longford,2015Q2,19,121,8.0,54237,66194,18637,3296,40498
Longford,2015Q3,13,105,7.5,67725,73638,18625,3247,40592
Longford,2015Q4,12,140,10.2,63071,73533,18614,3199,40685
Longford,2016Q1,16,90,7.0,68000,77871,18602,3150,40779
Longford,2016Q2,15,129,9.0,62321,69712,18591,3102,40873
Longford,2016Q3,13,109,9.9,71333,91951,18620,3085,41113
Longford,2016Q4,16,142,11.7,68833,81895,18649,3069,41353
Longford,2017Q1,9,105,7.199999999999999,52500,66953,18678,3053,41593
Longford,2017Q2,18,119,10.0,67916,88084,18707,3037,41833
Longford,2017Q3,23,112,9.9,75333,88767,18737,3021,42073
Longford,2017Q4,25,126,12.0,89500,92735,18766,3005,42313
Longford,2018Q1,14,105,8.3,72583,79178,18795,2989,42553
Longford,2018Q2,16,140,11.9,74333,84669,18824,2973,42793
Longford,2018Q3,11,131,11.7,91583,90572,18853,2957,43033
Longford,2018Q4,25,151,15.7,94000,104246,18883,2941,43273
Longford,2019Q1,39,107,10.4,84151,96285,18912,2925,43513
Longford,2019Q2,15,96,10.3,98666,107110,18941,2909,43753
Longford,2019Q3,28,148,17.2,104000,116161,18970,2892,43993
Longford,2019Q4,50,141,16.4,105333,116030,18999,2876,44233
Longford,2020Q1,19,117,13.7,106045,114355,19029,2860,44473
Longford,2020Q2,17,80,7.8,85000,97441,19058,2844,44713
Longford,2020Q3,31,110,11.1,89966,99171,19087,2828,44953
Longford,2020Q4,34,150,19.0,111000,127814,19116,2812,45193
Longford,2021Q1,23,166,19.700000000000003,102550,113253,19145,2796,45433
Longford,2021Q2,24,151,17.6,111291,116281,19175,2780,45673
Longford,2021Q3,17,177,24.7,134335,141733,19204,2764,45913
Longford,2021Q4,60,187,29.6,141333,156710,19233,2748,46153
Longford,2022Q1,26,144,19.1,130500,131931,19262,2732,46393
Longford,2022Q2,27,125,18.0,136666,143548,19292,2716,46634
Louth,2011Q1,48,140,20.0,145083,143445,51186,6232,122897
Louth,2011Q2,53,135,13.7,88479,101242,51186,6232,122897
Louth,2011Q3,31,134,16.0,113135,119743,51196,6156,123196
Louth,2011Q4,37,193,21.1,87333,108847,51207,6080,123495
Louth,2012Q1,23,162,16.5,78166,100971,51217,6004,123795
Louth,2012Q2,28,229,24.8,101204,99098,51228,5928,124094
Louth,2012Q3,59,192,20.8,89333,108645,51239,5852,124393
Louth,2012Q4,81,315,32.3,84911,102066,51249,5776,124693
Louth,2013Q1,48,177,18.1,84906,102233,51260,5700,124992
Louth,2013Q2,79,227,25.0,94500,107419,51271,5624,125291
Louth,2013Q3,37,212,20.0,82500,95307,51281,5548,125591
Louth,2013Q4,41,300,32.8,96246,109871,51292,5472,125890
Louth,2014Q1,27,210,20.7,86166,97874,51303,5396,126189
Louth,2014Q2,29,272,28.5,92708,104479,51313,5320,126489
Louth,2014Q3,46,360,43.3,107467,121167,51324,5244,126788
Louth,2014Q4,44,456,58.7,115000,129771,51335,5168,127087
Louth,2015Q1,67,276,34.5,110333,125018,51345,5092,127387
Louth,2015Q2,27,306,35.0,111916,114312,51356,5016,127686
Louth,2015Q3,30,431,51.8,115046,121610,51367,4940,127985
Louth,2015Q4,47,431,60.1,132500,139433,51377,4864,128285
Louth,2016Q1,38,253,34.1,128083,134229,51388,4788,128584
Louth,2016Q2,58,349,49.0,131074,140002,51399,4713,128884
Louth,2016Q3,39,354,52.6,143333,148537,51555,4701,129309
Louth,2016Q4,65,413,69.0,158325,167445,51711,4690,129735
Louth,2017Q1,76,335,46.8,138833,141804,51867,4679,130161
Louth,2017Q2,61,327,57.6,161166,173545,52023,4668,130586
Louth,2017Q3,114,363,69.0,169000,190065,52179,4657,131012
Louth,2017Q4,120,473,83.7,179641,176805,52336,4646,131438
Louth,2018Q1,125,347,65.0,188666,185208,52492,4635,131863
Louth,2018Q2,153,368,63.5,176833,172390,52648,4624,132289
Louth,2018Q3,135,457,87.9,204166,192237,52804,4612,132715
Louth,2018Q4,184,563,108.3,201923,192642,52960,4601,133140
Louth,2019Q1,173,364,69.8,184583,190226,53116,4590,133566
Louth,2019Q2,134,481,100.3,221833,208209,53273,4579,133992
Louth,2019Q3,157,505,93.4,187083,183031,53429,4568,134417
Louth,2019Q4,204,565,118.5,218166,209057,53585,4557,134843
Louth,2020Q1,115,425,67.80000000000001,156666,165952,53741,4546,135269
Louth,2020Q2,190,234,42.6,181000,182994,53897,4535,135694
Louth,2020Q3,147,357,70.3,201416,195766,54053,4523,136120
Louth,2020Q4,172,573,119.4,194750,208923,54210,4512,136546
Louth,2021Q1,177,376,80.7,200666,212120,54366,4501,136971
Louth,2021Q2,165,417,88.6,214583,212212,54522,4490,137397
Louth,2021Q3,159,513,114.39999999999999,221800,222472,54678,4479,137823
Louth,2021Q4,167,689,157.6,235499,228742,54834,4468,138248
Louth,2022Q1,199,400,88.8,222658,221494,54990,4457,138674
Louth,2022Q2,198,473,111.1,230044,233479,55147,4446,139100
Mayo,2011Q1,67,126,13.5,85166,107018,65792,16230,130638
Mayo,2011Q2,59,119,12.100000000000001,87400,101144,65792,16230,130638
Mayo,2011Q3,124,160,15.600000000000001,78877,97405,65798,16191,130631
Mayo,2011Q4,88,213,20.6,64500,95229,65804,16152,130624
Mayo,2012Q1,41,137,11.2,59833,81816,65811,16113,130618
Mayo,2012Q2,56,176,12.9,46416,72914,65817,16074,130611
Mayo,2012Q3,54,170,14.7,76841,85709,65824,16035,130605
Mayo,2012Q4,45,279,21.7,60666,78967,65830,15996,130598
Mayo,2013Q1,38,144,9.9,55971,68878,65837,15957,130592
Mayo,2013Q2,45,176,13.0,59163,74063,65843,15918,130585
Mayo,2013Q3,41,188,17.2,76416,90418,65850,15879,130579
Mayo,2013Q4,90,235,23.4,76333,101127,65856,15841,130572
Mayo,2014Q1,35,202,15.3,62766,75542,65862,15802,130565
Mayo,2014Q2,50,286,25.0,72500,87567,65869,15763,130559
Mayo,2014Q3,45,305,26.4,76916,86703,65875,15724,130552
Mayo,2014Q4,51,394,35.599999999999994,74426,92345,65882,15685,130546
Mayo,2015Q1,36,352,36.1,96771,101133,65888,15646,130539
Mayo,2015Q2,44,324,32.8,86416,103095,65895,15607,130533
Mayo,2015Q3,65,352,36.3,87429,104969,65901,15568,130526
Mayo,2015Q4,51,409,38.7,78000,94629,65908,15529,130520
Mayo,2016Q1,40,312,29.9,76166,95109,65914,15490,130513
Mayo,2016Q2,50,299,30.0,82916,99785,65921,15452,130507
Mayo,2016Q3,67,317,34.6,97500,107974,66038,15436,130787
Mayo,2016Q4,91,374,38.7,87166,103409,66155,15420,131067
Mayo,2017Q1,37,282,27.8,80000,97497,66272,15405,131347
Mayo,2017Q2,73,326,39.4,104185,119102,66390,15389,131627
Mayo,2017Q3,59,336,39.7,106000,118542,66507,15373,131907
Mayo,2017Q4,71,410,46.0,100666,113209,66624,15358,132188
Mayo,2018Q1,70,280,33.1,102833,118046,66741,15342,132468
Mayo,2018Q2,70,353,40.6,102000,114931,66859,15327,132748
Mayo,2018Q3,81,373,39.7,97333,106770,66976,15311,133028
Mayo,2018Q4,94,395,47.2,107837,119199,67093,15295,133308
Mayo,2019Q1,96,328,34.3,93250,104128,67210,15280,133588
Mayo,2019Q2,81,347,42.7,109091,122224,67328,15264,133869
Mayo,2019Q3,95,370,47.3,112500,127562,67445,15248,134149
Mayo,2019Q4,169,419,50.7,123083,122467,67562,15233,134429
Mayo,2020Q1,121,339,42.1,115333,123143,67679,15217,134709
Mayo,2020Q2,53,228,25.2,99166,110072,67797,15202,134989
Mayo,2020Q3,130,320,37.599999999999994,99166,117006,67914,15186,135269
Mayo,2020Q4,112,504,69.0,125166,136543,68031,15170,135550
Mayo,2021Q1,65,357,46.3,120280,129761,68148,15155,135830
Mayo,2021Q2,99,397,55.8,129156,140749,68266,15139,136110
Mayo,2021Q3,85,458,68.9,147416,150895,68383,15123,136390
Mayo,2021Q4,123,459,74.7,153583,161237,68500,15108,136670
Mayo,2022Q1,99,340,52.5,146833,154830,68617,15092,136950
Mayo,2022Q2,113,400,66.1,155750,164616,68735,15077,137231
Meath,2011Q1,70,175,31.2,172541,178468,69697,6173,184135
Meath,2011Q2,64,180,28.700000000000003,152504,159030,69697,6173,184135
Meath,2011Q3,76,209,31.6,145650,152390,69744,6108,184680
Meath,2011Q4,68,233,31.4,127000,136808,69792,6043,185225
Meath,2012Q1,41,174,21.2,95666,118734,69839,5978,185771
Meath,2012Q2,47,233,29.299999999999997,105143,128125,69887,5913,186316
Meath,2012Q3,42,253,37.1,126555,147827,69935,5848,186862
Meath,2012Q4,63,339,49.2,131166,144140,69982,5783,187407
Meath,2013Q1,36,174,21.3,118151,123922,70030,5718,187953
Meath,2013Q2,37,245,34.3,129716,140325,70077,5653,188498
Meath,2013Q3,33,302,46.2,133333,152787,70125,5588,189044
Meath,2013Q4,54,382,60.8,136000,160369,70173,5524,189589
Meath,2014Q1,39,253,39.5,139333,155561,70220,5459,190134
Meath,2014Q2,53,336,54.8,141750,162992,70268,5394,190680
Meath,2014Q3,61,520,90.5,150316,173936,70315,5329,191225
Meath,2014Q4,71,658,115.60000000000001,154666,176954,70363,5264,191771
Meath,2015Q1,53,349,65.4,171500,187065,70411,5199,192316
Meath,2015Q2,78,377,66.9,173833,177681,70458,5134,192862
Meath,2015Q3,88,467,91.0,183333,194687,70506,5069,193407
Meath,2015Q4,106,555,112.9,184051,203251,70553,5004,193953
Meath,2016Q1,88,337,65.0,173000,191049,70601,4939,194498
Meath,2016Q2,143,435,88.7,192833,203577,70649,4875,195044
Meath,2016Q3,199,504,106.30000000000001,201540,210971,71006,4877,196096
Meath,2016Q4,185,580,126.9,217500,218804,71363,4880,197148
Meath,2017Q1,175,465,98.6,211833,212875,71720,4882,198200
Meath,2017Q2,232,606,138.0,230333,227851,72078,4885,199252
Meath,2017Q3,280,616,147.2,240327,238839,72435,4888,200304
Meath,2017Q4,404,811,207.0,256333,255206,72792,4890,201357
Meath,2018Q1,293,528,127.80000000000001,254720,241827,73150,4893,202409
Meath,2018Q2,340,605,146.3,248333,242125,73507,4896,203461
Meath,2018Q3,395,672,173.4,259724,257776,73864,4898,204513
Meath,2018Q4,484,972,254.7,263332,262029,74221,4901,205565
Meath,2019Q1,294,549,142.7,273291,261112,74579,4903,206617
Meath,2019Q2,468,658,180.0,270333,273311,74936,4906,207670
Meath,2019Q3,472,764,203.9,277500,266700,75293,4909,208722
Meath,2019Q4,404,898,247.1,274999,274800,75651,4911,209774
Meath,2020Q1,381,523,140.2,270000,267149,76008,4914,210826
Meath,2020Q2,302,453,116.3,267001,255399,76365,4917,211878
Meath,2020Q3,388,525,133.0,266333,253001,76722,4919,212930
Meath,2020Q4,445,1001,277.7,276378,277465,77080,4922,213983
Meath,2021Q1,235,603,163.4,275083,271954,77437,4924,215035
Meath,2021Q2,244,612,168.4,282499,275239,77794,4927,216087
Meath,2021Q3,260,702,196.4,287166,279298,78152,4930,217139
Meath,2021Q4,528,935,278.3,306666,295437,78509,4932,218191
Meath,2022Q1,285,621,175.9,295000,284998,78866,4935,219243
Meath,2022Q2,536,732,212.10000000000002,295166,287830,79224,4938,220296
Monaghan,2011Q1,26,44,3.8,57888,85724,25056,3398,60483
Monaghan,2011Q2,21,59,5.8999999999999995,86666,102424,25056,3398,60483
Monaghan,2011Q3,33,42,3.2,30565,71639,25068,3384,60528
Monaghan,2011Q4,32,72,6.2,83166,88403,25081,3370,60573
Monaghan,2012Q1,42,51,3.2,54015,64204,25094,3357,60618
Monaghan,2012Q2,18,46,3.4,54603,67969,25107,3343,60663
Monaghan,2012Q3,27,64,5.3,56515,83795,25119,3330,60708
Monaghan,2012Q4,15,78,6.2,70002,78111,25132,3316,60753
Monaghan,2013Q1,16,74,4.7,48666,62245,25145,3302,60799
Monaghan,2013Q2,15,55,2.9,39057,51987,25158,3289,60844
Monaghan,2013Q3,18,73,6.4,73752,94427,25170,3275,60889
Monaghan,2013Q4,36,92,8.0,72711,86357,25183,3262,60934
Monaghan,2014Q1,11,58,4.9,77061,84054,25196,3248,60979
Monaghan,2014Q2,17,106,7.2,44962,67883,25209,3234,61024
Monaghan,2014Q3,21,83,7.5,79791,91463,25221,3221,61069
Monaghan,2014Q4,23,127,11.9,80833,94502,25234,3207,61115
Monaghan,2015Q1,21,88,8.7,100416,99920,25247,3194,61160
Monaghan,2015Q2,26,92,8.2,84398,89414,25260,3180,61205
Monaghan,2015Q3,28,84,9.4,85906,106747,25272,3166,61250
Monaghan,2015Q4,44,125,13.0,100000,104125,25285,3153,61295
Monaghan,2016Q1,19,100,9.8,79166,100563,25298,3139,61340
Monaghan,2016Q2,20,108,10.8,95666,103201,25311,3126,61386
Monaghan,2016Q3,21,93,10.2,113137,111289,25362,3124,61529
Monaghan,2016Q4,26,117,14.7,123500,127271,25414,3123,61673
Monaghan,2017Q1,22,110,13.0,118333,117746,25465,3122,61816
Monaghan,2017Q2,37,103,12.6,131416,121638,25517,3121,61960
Monaghan,2017Q3,40,107,12.5,114000,117004,25568,3120,62103
Monaghan,2017Q4,49,172,20.4,102979,116961,25620,3119,62247
Monaghan,2018Q1,25,99,11.7,117416,115906,25671,3118,62391
Monaghan,2018Q2,40,92,11.6,124416,126422,25723,3117,62534
Monaghan,2018Q3,32,130,16.2,122212,125259,25774,3116,62678
Monaghan,2018Q4,32,174,19.8,104210,117385,25826,3115,62821
Monaghan,2019Q1,62,74,9.2,99333,117485,25877,3114,62965
Monaghan,2019Q2,57,116,14.0,127569,121410,25929,3113,63109
Monaghan,2019Q3,98,103,12.6,117666,119764,25981,3112,63252
Monaghan,2019Q4,64,152,20.8,133750,132317,26032,3111,63396
Monaghan,2020Q1,44,125,14.0,94500,108815,26084,3110,63539
Monaghan,2020Q2,33,78,9.2,122250,120511,26135,3109,63683
Monaghan,2020Q3,59,104,12.8,93666,121045,26187,3108,63826
Monaghan,2020Q4,77,149,22.0,152197,146260,26238,3107,63970
Monaghan,2021Q1,46,125,18.5,121250,137470,26290,3106,64114
Monaghan,2021Q2,56,128,19.2,137666,147456,26341,3105,64257
Monaghan,2021Q3,37,116,18.1,149333,158545,26393,3104,64401
Monaghan,2021Q4,66,145,22.7,148666,157022,26444,3103,64544
Monaghan,2022Q1,58,109,17.4,163583,158132,26496,3102,64688
Monaghan,2022Q2,99,152,25.9,187027,171265,26548,3101,64832
Offaly,2011Q1,28,74,8.3,124388,115870,30750,3620,76687
Offaly,2011Q2,36,51,4.4,87333,88094,30750,3620,76687
Offaly,2011Q3,24,57,6.6,111174,116242,30749,3583,76750
Offaly,2011Q4,29,89,6.6,56916,74332,30749,3546,76814
Offaly,2012Q1,15,74,7.5,85746,101303,30748,3509,76878
Offaly,2012Q2,18,92,6.7,57250,76916,30748,3472,76941
Offaly,2012Q3,23,92,8.7,74666,92901,30747,3436,77005
Offaly,2012Q4,26,132,11.7,80416,88659,30747,3399,77069
Offaly,2013Q1,12,73,5.9,68925,76708,30746,3362,77132
Offaly,2013Q2,14,89,7.6,60500,83826,30746,3325,77196
Offaly,2013Q3,10,98,9.0,88000,92510,30745,3288,77260
Offaly,2013Q4,19,123,10.3,66333,82734,30745,3252,77324
Offaly,2014Q1,14,111,10.200000000000001,78962,91413,30744,3215,77387
Offaly,2014Q2,11,111,10.8,89521,97246,30744,3178,77451
Offaly,2014Q3,22,134,15.4,107342,117161,30743,3141,77515
Offaly,2014Q4,20,195,20.6,91800,107318,30743,3104,77578
Offaly,2015Q1,17,154,14.1,80760,92182,30742,3068,77642
Offaly,2015Q2,21,153,14.0,78337,90895,30742,3031,77706
Offaly,2015Q3,54,148,14.5,92000,98100,30741,2994,77769
Offaly,2015Q4,20,188,20.7,97666,108965,30741,2957,77833
Offaly,2016Q1,18,138,12.2,78666,89412,30740,2920,77897
Offaly,2016Q2,18,147,16.6,97500,113311,30740,2884,77961
Offaly,2016Q3,19,177,17.4,90000,98115,30798,2883,78157
Offaly,2016Q4,30,220,22.5,97666,103793,30857,2883,78353
Offaly,2017Q1,31,154,18.9,121000,122849,30916,2882,78549
Offaly,2017Q2,35,190,21.6,100600,110637,30975,2882,78745
Offaly,2017Q3,36,203,27.9,133340,135066,31033,2881,78941
Offaly,2017Q4,32,192,24.9,123500,129643,31092,2881,79137
Offaly,2018Q1,26,161,19.9,106166,123851,31151,2881,79333
Offaly,2018Q2,21,186,22.4,122533,119862,31210,2880,79530
Offaly,2018Q3,23,178,23.700000000000003,130691,132152,31269,2880,79726
Offaly,2018Q4,37,224,30.0,130166,134448,31327,2879,79922
Offaly,2019Q1,42,152,22.700000000000003,143500,148798,31386,2879,80118
Offaly,2019Q2,38,195,24.2,124583,125482,31445,2879,80314
Offaly,2019Q3,51,201,29.9,151416,148318,31504,2878,80510
Offaly,2019Q4,99,239,31.200000000000003,131000,135879,31563,2878,80706
Offaly,2020Q1,45,157,22.2,144416,139683,31621,2877,80902
Offaly,2020Q2,25,142,20.7,140672,145880,31680,2877,81099
Offaly,2020Q3,43,170,22.1,131833,135265,31739,2876,81295
Offaly,2020Q4,85,262,40.7,157666,156048,31798,2876,81491
Offaly,2021Q1,51,192,30.5,159083,156718,31857,2876,81687
Offaly,2021Q2,52,181,27.3,151166,151165,31915,2875,81883
Offaly,2021Q3,60,224,37.9,160000,171358,31974,2875,82079
Offaly,2021Q4,88,282,56.4,205000,198341,32033,2874,82275
Offaly,2022Q1,140,229,48.2,216682,210136,32092,2874,82471
Offaly,2022Q2,96,270,54.900000000000006,212333,199956,32151,2874,82668
Roscommon,2011Q1,26,61,5.9,95000,95108,31585,7332,64065
Roscommon,2011Q2,54,72,6.5,89166,88969,31585,7332,64065
Roscommon,2011Q3,38,79,6.6,70116,82788,31570,7292,64088
Roscommon,2011Q4,31,89,6.0,50621,69240,31555,7253,64112
Roscommon,2012Q1,19,71,4.8,63708,67672,31540,7214,64136
Roscommon,2012Q2,25,88,6.4,68333,71213,31525,7175,64160
Roscommon,2012Q3,16,132,8.2,51666,62177,31510,7136,64184
Roscommon,2012Q4,16,153,11.0,61708,71853,31495,7096,64208
Roscommon,2013Q1,22,100,7.6,63166,75753,31480,7057,64232
Roscommon,2013Q2,16,122,9.4,58016,77232,31465,7018,64256
Roscommon,2013Q3,20,154,10.5,62016,68497,31450,6979,64280
Roscommon,2013Q4,22,174,10.5,51583,57230,31435,6940,64304
Roscommon,2014Q1,17,124,8.1,54723,64497,31420,6900,64328
Roscommon,2014Q2,10,146,10.0,57166,68418,31405,6861,64352
Roscommon,2014Q3,17,128,8.8,58250,69569,31390,6822,64376
Roscommon,2014Q4,23,218,14.0,52000,63431,31375,6783,64400
Roscommon,2015Q1,10,145,10.0,53666,68623,31360,6744,64424
Roscommon,2015Q2,24,214,15.200000000000001,57916,71464,31345,6704,64448
Roscommon,2015Q3,20,151,12.8,62263,86177,31330,6665,64472
Roscommon,2015Q4,16,227,18.0,65475,80818,31315,6626,64496
Roscommon,2016Q1,15,148,10.2,58500,67945,31300,6587,64520
Roscommon,2016Q2,28,189,13.8,55250,74058,31285,6548,64544
Roscommon,2016Q3,24,213,15.6,57166,73447,31325,6510,64771
Roscommon,2016Q4,17,231,19.8,68500,85386,31366,6473,64998
Roscommon,2017Q1,17,159,14.9,66934,92828,31407,6436,65225
Roscommon,2017Q2,19,192,17.0,80666,88337,31448,6398,65452
Roscommon,2017Q3,27,216,21.6,84187,100590,31489,6361,65679
